default,student,balance,income
No,No,28.8137434583,36941.0634015026
No,Yes,0,15347.9142879003
No,No,750.6989964494,49150.3458527716
No,No,805.3051168799,57386.1287972175
No,No,1093.8030048392,29573.2382295888
No,No,483.9652713034,44335.9581121448
No,Yes,1534.3948836384,19592.1093866605
No,No,1349.1872912838,48013.6902006639
No,Yes,172.4620198632,25850.38312555
No,No,1280.7628609207,53675.5675472481
No,Yes,213.1732752021,22811.4569780822
No,No,0,32248.5365682336
No,Yes,704.0136485693,13903.4557309642
No,No,708.8139761626,38295.2338064477
No,No,257.3963831303,49477.7856417044
No,Yes,1188.7442962229,22867.0705856512
No,No,0,62886.709228091
No,No,1321.7038908427,45581.7947809336
No,Yes,882.5819675138,17749.9720524962
No,Yes,1418.1341482841,11964.4250856384
No,No,1245.4222053273,36897.7801091249
No,No,339.5292685291,58747.3877347941
No,Yes,824.5478304152,29088.1113478079
No,No,241.4426903179,30171.624493137
No,No,1510.7932503293,47684.2394572224
No,No,396.6412499712,52174.9542732655
No,Yes,1633.6978034879,15786.3173190985
No,No,650.4183410677,47122.0724707326
No,Yes,1382.4382305902,15680.6104930059
No,No,1424.3512184143,37845.9992477028
No,Yes,914.1081755644,19053.0058906904
No,Yes,802.0089304092,15469.6526246998
No,Yes,539.6749029803,18852.2738479108
No,No,337.5759998868,52192.274717818
No,Yes,813.4948375925,16681.3502966219
No,No,477.8821219513,39834.0308074596
No,No,342.1916020863,32154.7535517213
No,No,840.3657810197,45316.8354075388
No,Yes,865.5655921602,16643.2409619884
No,No,645.5916365518,44402.1062312719
No,No,1755.388910232,35031.532001505
No,No,498.7494508286,51690.0634671793
No,No,587.7810816802,30859.6363376973
No,Yes,824.6165935322,10062.5759326033
No,No,0,32660.7252649811
No,Yes,880.8036360093,20436.4390294741
No,No,917.1221347444,48227.8193683666
No,Yes,789.7175406319,19280.5442609264
No,No,763.8556246569,52938.0354701239
No,Yes,1062.1665095425,17383.2585454709
No,No,944.3325674275,44444.1491764787
No,No,1344.1034058687,41417.3459241838
Yes,Yes,1543.0995817215,18304.6505704658
No,No,380.3174500571,38864.5841504209
No,Yes,1176.8933025328,23634.8157312548
No,No,733.1999149225,34524.9188645623
No,No,348.9970287656,48942.025780663
No,Yes,1380.0875257448,19245.8326918502
No,No,943.1657194469,40369.698030948
No,No,1248.8858491174,51897.394908379
No,No,713.2234920123,51107.8600950232
No,No,834.2356081636,36721.8622064862
No,No,1558.8838618394,37489.722114493
No,No,1362.1866190624,37736.7496039702
No,No,1581.5215047733,45729.8880504535
No,No,324.8549714432,39752.3541911937
No,No,1112.7357400544,47527.1255757851
No,No,379.5987260509,32578.4358262251
No,No,1489.4159145508,46732.7678074658
No,No,548.2063638412,41647.7271645225
No,No,561.9684729736,37637.0050338339
No,No,595.4867013675,34470.4180269734
No,Yes,1793.3031877158,21034.879651448
No,Yes,1773.1535415221,10177.8667369628
No,No,618.8603726992,37333.3338338768
No,No,205.6438080985,37766.4936916137
No,No,1011.4315428457,36364.7538519546
No,No,0,38130.6456699094
No,Yes,1154.4321053676,15221.1723898836
No,No,292.5159806952,43705.3790386263
No,Yes,1106.9462772892,19233.7738901492
Yes,No,1665.9546205216,30070.1352632412
No,Yes,968.671100958,22212.7410345934
No,No,797.2493692912,39928.5881786116
No,Yes,636.8978227201,18620.2389516182
No,Yes,1011.3348484162,14101.2902997406
No,No,791.0352223044,47303.676639153
No,No,942.4747495468,36965.045572252
No,No,706.9742779079,46165.1545334877
No,No,767.4348125044,55990.8746075411
No,No,568.8436682596,37074.54081369
No,Yes,1271.5629570624,18999.6168066482
No,No,938.9391417261,44280.7863513009
No,No,1012.1941988496,34631.7060500926
No,No,912.0487219416,43486.9570806418
Yes,Yes,2035.8615565476,14435.8431942214
No,Yes,1602.1798858019,17858.0679077375
No,Yes,0,20067.8097636582
No,Yes,1202.390705178,14036.620879558
No,Yes,229.9887234913,2541.2008142989
No,No,768.9791480228,35503.9089588381
No,Yes,1211.0401461315,16898.1294674003
No,No,0,35648.3811626748
No,Yes,859.9366510541,15966.7171268937
No,No,0,47556.3012519448
No,Yes,1471.5383906551,14959.6618849533
No,Yes,582.873867247,17730.5511020257
No,Yes,463.1193391988,25858.2817451931
No,No,986.1541302595,48940.4900300522
No,No,534.7460544977,29685.1292285638
No,No,1402.6905266898,39656.6321983598
No,No,967.7480010295,46278.0745202707
No,No,884.0225177796,36889.4282456394
No,Yes,455.6999382697,19080.8089865564
No,No,0,66915.5717874548
No,No,1141.2382104748,37917.6645392021
No,No,38.3759245804,33579.3562250616
No,Yes,731.9706112703,13593.140510988
No,No,1006.7197859806,47784.3184738
No,No,1107.8011559101,34561.9495390561
No,No,777.5308087322,45673.6739067692
No,No,1501.4260872911,35398.9571179789
No,Yes,862.0600384802,12085.4530819151
No,Yes,12.1864202973,19910.9689671724
No,No,0,30208.0464441746
No,No,1820.325489979,31309.9984840595
No,No,576.0689928749,40179.8300541546
No,No,837.7526212936,31017.9011357947
No,No,399.7938849545,34875.3323287297
No,Yes,578.7550988962,20909.8353696313
No,No,1106.5408745067,46565.059953601
No,No,390.7456113881,38442.2960634912
No,Yes,274.1946278072,15421.5516574415
No,No,1476.877641999,42271.3334081723
No,No,1598.3034172647,46404.6646948089
No,No,863.4518295776,33529.8806538019
No,No,1157.7598572533,32574.5028988198
No,Yes,406.3860490743,24086.9524874473
No,No,309.244487695,44202.707504713
No,No,1206.7919371582,42916.7013947578
No,Yes,1448.0604575364,21028.2867502157
No,No,800.3086719852,61281.3008105003
No,No,714.9260000802,31032.869700076
No,No,662.1644450942,30390.0600699129
No,No,770.4319619242,53398.3147279233
No,No,597.3268695699,55496.7771129435
No,No,140.8530225193,48183.2767398541
No,No,1035.5529439982,29423.2320285923
No,Yes,784.1087811808,11560.567698562
No,Yes,442.0274250251,17072.3366388213
No,No,888.0814319856,54072.6570198483
No,No,704.202908307,44775.122006996
No,Yes,1016.4506164284,15099.5302012588
No,No,1036.460728006,42914.9816724656
No,Yes,1060.2200341392,22795.9429883192
No,No,1243.928059899,38075.4382991816
No,Yes,1291.977345809,26571.8745602489
No,No,196.3892855258,29932.6620347112
No,Yes,709.0271028838,18305.7345223333
No,No,1034.1499623919,52106.8387037871
No,No,868.0060300576,50549.5334619527
No,No,1236.0069932376,48800.3568478614
No,No,12.9123495546,46282.2577329848
No,Yes,826.4536365139,21342.7030297359
No,Yes,703.990009364,20752.1754356717
No,Yes,817.1214384003,13152.0341263612
No,No,1210.0146310631,45066.1332443431
No,Yes,766.4062474218,22296.9836996044
No,No,1643.654051509,33980.8258311547
No,No,1053.0147781635,54009.6319447306
No,No,240.0774345215,41508.9556964546
No,No,62.6529485076,44440.7054833724
No,Yes,924.2332039217,11194.6688781448
No,Yes,944.0710358903,26027.6876516962
No,No,295.7854427614,51837.752325646
Yes,No,2085.5869781835,35657.2256698962
No,No,474.3552637654,58068.622244121
No,No,504.7233525823,54297.1136556321
No,No,292.3841443908,33961.1004508478
No,No,593.2804677973,40227.1438816191
No,No,76.0640883416,50054.7623469691
No,Yes,1270.0928104579,16809.0064517963
No,No,877.3436868691,40689.4785866351
No,Yes,932.5609425484,20980.8055046157
No,No,279.9633883379,30262.1171373507
No,No,1155.1750058879,40398.3993465472
No,No,0,45431.7575917119
No,Yes,1216.7675616581,23378.5728235637
No,Yes,0,15274.4690275405
No,Yes,728.5493992393,22891.9293782851
No,No,0,48365.5775942221
No,Yes,643.5652671557,21323.0494420305
No,Yes,1177.9574247622,14385.1670694871
No,No,196.9871114155,41314.993615811
No,No,1526.2686685969,44845.1362915324
No,No,441.3960845631,56060.2036101667
No,No,1004.6417730261,56533.3130669828
No,No,1258.0695338251,36645.1405748822
No,No,1563.9934188399,37119.6019665666
No,No,367.3515762649,29905.5278559754
No,Yes,1222.7680408113,18276.4340649165
No,Yes,1582.2028130472,19682.8724899139
No,No,647.1302830286,32725.3866528516
No,No,0,33146.4953386028
No,Yes,1585.3330294584,15079.4889372439
No,Yes,837.9723361558,25773.18264869
No,Yes,686.7821494064,10543.5563164881
No,No,947.8421589851,37891.0370436422
No,Yes,1205.0550079097,18101.6763143196
No,No,1254.1310546255,37456.2619909468
No,No,949.123846295,50528.5338652233
No,No,833.6899702564,54558.1401094237
No,No,638.4653108828,36173.982445364
Yes,Yes,2387.3148674336,28296.9147184635
No,Yes,839.3908902231,21383.2311743407
No,No,294.6342809511,63285.0251126079
No,No,1178.1794376938,34720.93615732
No,No,1149.7201358405,57890.5159582794
No,No,909.7642676787,42468.2782209453
No,Yes,1391.5080267945,18539.5903551186
No,Yes,1029.2496321846,18018.3583136311
No,No,1504.5969399062,30773.7428447844
No,No,1276.4892999898,35122.8536147464
No,No,1104.689463212,51516.3362893771
No,No,0,47056.1991877335
No,No,698.8004439568,37466.0202992199
No,No,1055.4108682262,33945.1427605779
No,Yes,131.2846105185,14491.8440664949
No,No,795.9037859664,44181.671863611
No,No,611.9542968072,39291.2037327881
No,No,1670.4230080681,41409.7711489966
No,No,1423.1495453206,33591.2315394355
No,No,770.6419391769,29623.4712882976
No,No,1315.4696088684,29808.3522278599
No,No,599.2041050377,53218.1108551285
No,No,584.3567410214,34128.7669919245
No,No,27.271878492,51659.8784114258
No,No,65.7275950839,32332.1826526434
No,Yes,1120.4229684746,16151.2528468194
No,No,726.0293438287,41996.1244144328
No,No,1353.5882835195,44372.7939185397
No,No,531.744210692,38122.1923999718
No,No,1824.6413851421,36762.8088401801
No,Yes,894.4654680935,14035.4991381188
No,Yes,1275.5385645803,16445.6247238911
No,Yes,270.3910262336,13158.4422264499
No,No,651.9986040934,35266.1284410747
No,No,718.3511021304,50765.8926332739
No,No,1008.9465398811,31235.782923348
No,Yes,1510.7478118243,13390.9200005461
No,No,1393.3682833124,38371.9774624643
No,No,586.5882743918,45519.8377116616
No,No,793.4139266902,45873.1799719756
No,No,285.910169132,43263.6306402332
No,Yes,550.3810558337,20322.7686347979
No,Yes,716.4919950314,16785.38532485
No,No,383.6864668653,39946.4849685718
No,No,252.3333091202,38431.8186913772
No,No,1164.1042704839,40167.0233128899
No,No,1080.1857769277,38398.8660985364
No,No,906.4785441818,47101.990627242
No,No,1215.8673592727,42762.1218348043
No,No,217.3615206314,45083.1113673867
No,Yes,1076.7277046113,12502.6449158541
No,Yes,58.0660620767,23639.233623289
No,No,1615.2250009521,55219.5200109582
No,Yes,1119.0017886912,22811.393799216
No,No,634.2179263825,38672.7496473852
No,Yes,831.8185362649,16164.4846069406
No,Yes,373.0625165382,22018.9821001083
No,No,776.4548762113,58481.5439128062
No,Yes,1031.3039386417,12195.3798286488
No,No,910.6724158349,43795.5817003373
No,No,1010.8090649823,42163.4535969445
No,No,1090.3503503075,48280.9463176417
No,No,1008.5503429271,53801.615635285
No,No,0,50127.1804741922
No,Yes,1824.3680035079,20074.2810967841
No,No,730.164418479,44411.6782657154
No,No,991.1317825685,30941.5485184932
No,No,1356.5166646584,35030.6350247283
No,No,576.635576856,41699.2097914708
No,No,1334.5541912103,43385.821809676
No,No,1487.6618077011,47624.3796002969
No,No,778.6934925201,48551.9710763615
No,No,444.1963823138,37599.4201866653
No,No,1023.3621601843,34632.1026922622
No,Yes,153.400095791,17840.3848795582
No,No,661.7606163802,47169.3568472448
No,No,312.6147065405,34918.6129080311
No,No,645.372564533,30102.0355391677
No,No,0,49010.2733191107
No,Yes,569.4987908061,19755.5211422929
No,No,1287.7658951664,38507.119385618
No,No,1177.8150695638,32294.5456510691
No,No,823.9919882811,36701.5301668566
No,No,1019.2153584024,52089.6446283697
No,No,942.7374821355,38908.8811192003
No,No,6.7878617591,40145.3390915312
No,No,0,55158.1512404129
No,Yes,1420.2042050885,22790.7958314379
No,Yes,1254.6625825683,18189.5207628528
No,No,0,37796.4034569112
No,No,1140.0718993695,33605.3779326314
No,Yes,747.9585112356,19869.3901776741
No,No,1598.6025526689,48717.2631496507
No,No,929.8199348505,50611.9859546811
No,No,807.4057380447,43853.8842526713
No,No,345.3649411885,56965.7021104141
No,No,982.4509448889,42907.0261908208
No,Yes,1067.6707667522,14485.9484894986
No,No,742.5406142067,39017.9503227464
No,No,1060.1784474267,30948.2902664065
No,No,523.7533677623,33767.0507141976
No,No,697.9829150442,29799.3191983562
Yes,Yes,1500.8945331548,15802.2328831476
No,Yes,1682.8976310316,14378.8906007666
No,Yes,1264.042070207,6466.5134082068
No,No,1352.4623358386,34247.7800247361
No,No,376.8789166349,50671.3227510852
No,No,629.5612815348,37255.3650881247
No,Yes,709.4142298342,11355.1127102972
No,No,541.3462788332,42332.2462776755
No,No,421.1723819155,42721.4777704317
No,No,500.8042199051,47910.9638496034
No,No,0,41663.3401134605
No,No,1089.3658730962,43360.160154297
No,No,603.8474825348,56468.1222446001
Yes,No,1165.5398527439,50341.5739037884
No,No,1457.6226016702,43155.3626996992
No,No,584.1412164076,35517.2291107955
No,Yes,1380.0967371572,14142.0754374369
No,No,1146.0676890979,39902.4418921895
No,No,1058.0259686312,43327.026105494
No,No,474.3796620909,35980.7527880856
No,Yes,969.1435189006,22425.4057574307
No,Yes,1616.7388782678,12557.8228818817
No,No,1185.0286506744,33298.500399848
No,No,472.6332289376,41257.3860294191
No,No,1257.6251228191,30964.234583001
No,No,640.9184387523,37306.6939870991
No,No,105.7442476558,42442.8473498049
No,No,568.666447037,45186.9759350042
No,Yes,368.1982987776,26670.0121129722
No,No,1546.5485063767,57266.8295893597
No,No,230.2203940939,28930.2545205789
No,No,815.0547023672,34200.1833534919
No,Yes,164.3055116677,17995.858258227
No,Yes,1785.7975159212,15291.6707951933
No,Yes,979.8771549155,13522.4215063984
No,Yes,778.2499052073,23805.9105658439
No,Yes,190.6192782733,21744.5093170033
No,No,523.8137169917,45284.1893484952
No,No,175.6988687563,40044.4703210203
No,No,977.9479231518,38368.4841700357
No,No,837.6953592079,44260.7644148961
No,Yes,1436.3208199931,27658.3866683395
No,No,638.2295009962,53812.7978817314
No,No,714.0116590555,48631.3643616269
No,No,738.2532476637,36086.0921345944
No,No,507.5265348562,58027.7709224602
No,Yes,1033.8334944152,15818.0613960182
No,Yes,19.7394609228,20514.1713659729
No,No,434.7048640039,48898.3701163411
No,No,0,45334.8393330862
No,No,629.7640718525,53069.3251510713
No,Yes,522.7677589011,26900.2807227485
No,Yes,294.6564875417,11681.4623321504
No,Yes,469.4256329103,14647.0022693022
No,No,838.4370383204,40903.4806861138
No,No,1407.6395145697,52746.1331466994
No,Yes,1417.2254987778,16053.9742636275
No,No,363.9940646226,38110.4431111926
No,Yes,128.2518222274,17076.5736044951
Yes,Yes,1894.1682010356,28321.6845474436
No,Yes,1624.7956418145,10623.5974508246
No,No,645.9492707647,46406.3379836008
No,No,684.0849048546,38184.5683849571
No,No,1168.2845384156,46904.6038233881
No,No,766.1240548741,51614.0562036621
No,Yes,738.2686011596,14063.0754606611
No,No,525.8903382725,45530.5091218435
No,No,631.2535066908,38877.5703324556
No,No,0,65943.7839407987
No,No,913.9139657474,53809.3303582319
No,No,578.7525663353,60498.9254643735
No,No,1503.8499507533,43888.3966632069
No,Yes,555.2657969275,11581.2206625316
Yes,Yes,1289.2462104948,13624.5452584786
No,No,545.5665106692,35714.6511274284
No,No,1112.3489922615,33468.8221845045
No,No,564.9074481127,35820.8856846426
No,No,591.8414074353,38879.5098790241
No,Yes,908.1228118928,22084.2716490223
Yes,Yes,2169.1961867561,18195.266900905
No,Yes,1108.1053656655,15337.3022718717
No,No,957.5919028597,35330.8553531479
No,No,448.0399683354,29537.3102493442
No,No,1188.0728754798,40704.7072215123
No,Yes,1223.8858143187,19520.0090003742
No,Yes,959.9670420032,18413.863852335
No,No,734.7218364026,35010.0258726036
No,No,0,47628.4118282353
No,No,1423.2842580783,48914.197080844
No,No,672.0451389444,36705.3404589011
No,No,830.765389791,45958.9842240714
No,No,652.5281789215,58750.4959950061
No,No,533.9891481955,64930.2397951394
No,Yes,1626.6340793127,17721.6300644139
No,No,1382.1209766826,30395.6882250574
No,No,0,38663.2005143247
No,No,1165.6891519202,38110.3647750537
No,No,1190.4205070487,34198.0513266133
No,No,435.2146570822,39505.412457212
No,Yes,1382.4225438813,17166.0425659832
No,No,1303.6261315388,40010.4651612535
No,Yes,240.1013667082,21142.0419014152
No,Yes,326.4386247592,21109.4318148152
No,No,562.8019307065,41934.5973333166
No,No,531.4863605585,28836.1926228196
No,Yes,594.5443798221,17875.3390701558
No,No,745.7338928529,60180.5611339407
No,Yes,1218.6389045721,29899.8068497328
No,No,266.4604812368,37622.0537634591
Yes,No,1899.546841519,46076.2371099545
No,Yes,717.6016730352,13729.05176324
No,No,507.3345958013,56075.1028426007
No,Yes,1422.774586435,14044.5334985769
No,No,1253.699614294,37645.7999594114
No,No,1301.6507654453,38918.9941683265
Yes,Yes,2415.3169939185,17429.5033745137
No,Yes,1367.0138747448,11293.4692594247
No,No,449.0515984368,31624.9056780779
No,No,505.6978729425,31971.312911759
No,No,1150.4587845929,54982.7518342462
No,No,981.4922133751,30385.0690772959
No,Yes,612.2660524004,16270.8356417841
No,Yes,1122.2923859732,20351.3360667593
No,No,59.7970712776,36000.0726853645
No,Yes,1353.0118446887,26207.6862791211
No,No,1232.2335267371,50731.8642626049
No,No,924.013153395,28803.774692854
No,No,517.8245458562,65501.6207632461
No,Yes,1795.7168696683,12547.8290854169
No,Yes,990.3542602954,18998.0907794504
No,No,1529.5170057898,52681.7066584365
No,No,272.8731293472,44249.6786805901
No,Yes,636.2066156133,19468.4338686626
Yes,No,1751.3470875819,38381.5857951998
No,No,721.9203796517,46269.8372071629
No,No,563.6872028127,41354.3501614923
No,No,1110.7209223393,47221.4476200208
No,No,403.0343765407,48874.151164611
No,No,430.0904232911,29246.3770929262
No,No,278.473984332,33187.7689316935
No,No,1201.7826165182,30099.1623728274
No,No,490.798404424,44686.1031484568
No,Yes,792.8559723612,8699.5983434718
No,No,870.6623709493,37180.0676510813
No,Yes,1149.2098359441,11337.0592459497
No,No,493.5336750036,49735.5676052008
No,Yes,874.3483757795,10845.0188294157
No,No,976.1491224279,29998.3630717934
No,No,1373.7253788688,43124.2131477427
No,Yes,1282.7628413127,22360.1963285237
No,No,636.7284738213,45649.1708111331
No,No,605.8638006262,34515.1956633224
No,No,491.5203105985,37128.7743004734
No,No,248.3623966853,37868.5597638725
No,No,1036.5037462582,37151.410641444
No,No,1130.8939329325,35235.3656766103
No,Yes,1048.5389827911,10392.0641103791
No,No,1251.8885020792,50174.3290696742
Yes,No,1578.8474962304,61220.1331459947
No,No,0,40341.3388308665
No,No,1531.9629579638,33595.4327847968
No,No,935.4652502604,30909.9309111235
No,Yes,1056.1810671973,16873.5117589506
No,Yes,1060.7768268,21430.7912243482
No,No,253.8508785964,41472.12196196
No,No,323.1232557343,36119.4288231761
No,No,1051.2245647193,31749.6390256998
No,Yes,925.9470582624,14258.2674251906
No,Yes,831.2419341945,13702.9999252162
No,No,280.8368682591,56567.0083341455
No,Yes,1092.3425497877,20465.1538178253
No,No,702.2766270245,49708.9552518842
No,No,663.0958877039,32756.2599089523
No,No,1108.6805138132,60725.5268353645
No,Yes,0,20071.8216934198
No,No,352.7980607211,36751.9778574127
No,Yes,1390.1854256784,21735.246943326
No,No,599.6473610259,32471.216238284
No,No,514.545492306,45763.8998309111
No,Yes,484.8943166763,15883.6644313447
No,No,278.7204414198,49231.1908001463
No,No,661.0557336692,35806.0515057641
No,No,1306.25756759,29376.4413748146
Yes,Yes,1966.062966468,17735.7788026984
No,No,588.56477129,33224.4447530513
No,No,0,42869.1588324281
No,No,1289.6022371748,35164.8897588596
No,No,1054.2784985631,50795.2066162593
No,No,0,43513.1146613051
No,No,897.8072417689,37899.6677887156
No,Yes,673.785590697,13344.8569533159
No,No,636.3350234627,49487.600894741
No,No,412.0716146292,48347.2969819857
Yes,No,1898.3234972346,61011.2159467102
No,No,0,41040.195117173
No,Yes,0,20157.2512618026
No,No,486.3844235149,53051.72367742
No,No,1738.1108348411,38821.6262992155
No,No,0,62746.8367910018
No,No,355.936626583,34730.8855238897
No,Yes,1925.9874513758,20441.674444239
No,No,819.1118002287,55716.5487287266
No,Yes,588.756707004,24015.9606718244
No,No,975.5719980933,28804.0002507826
No,No,127.1619255156,40727.5549957016
No,No,713.4368134135,48176.4282203172
No,No,737.7230425218,48994.8128507247
No,Yes,687.0644194985,14059.4576259625
No,No,444.5145836256,41957.7449421118
No,No,1061.2842367146,32839.344860116
No,No,1425.4955815161,37189.0251363891
No,Yes,638.2619324867,21282.6510921882
No,Yes,1101.4449674274,20936.9269183621
No,No,888.2445874699,41489.1912488471
No,Yes,1152.0966439414,15852.4234470929
No,No,1126.9880111724,47378.0191766657
No,No,742.8212302462,34353.4879054632
No,Yes,1532.1166452812,19462.1544099914
No,Yes,266.7686300981,28452.5982743193
No,Yes,310.4305997013,16479.9923887754
No,No,1702.301357421,46589.0626235188
No,No,649.7824955055,39655.3981843522
No,No,648.3214544514,45392.2840271357
No,No,330.0748823866,45757.3755755937
Yes,No,1166.7985271867,30367.6108561366
No,Yes,484.0854836207,12045.3104191307
No,No,1404.6275526801,47712.1840700714
No,No,617.0013869722,54489.7438606909
No,Yes,964.6248897101,21436.5555923373
No,No,1310.9523645623,28978.4641182962
No,No,786.2642191926,45304.793357761
No,No,748.2105894429,46981.9317616208
Yes,Yes,2124.4892388695,12651.0743188128
No,Yes,326.3912433872,16988.923303541
No,Yes,474.8827824643,14986.6432917397
No,No,1611.33388186,47894.2766516584
No,No,0,46590.4406360683
No,No,1249.3541389707,52232.2511884741
No,Yes,587.8747541148,18448.100273857
Yes,No,1302.7347417466,43680.065235685
No,Yes,908.3727454059,27416.6243495981
No,Yes,1252.1330193704,13860.9350309585
No,No,277.1686518927,37177.0360936892
No,No,623.5748090638,57483.5042108883
No,No,943.1993901528,41765.142501212
No,Yes,1815.4452307917,18919.4169686979
No,Yes,927.4246503915,20498.527653012
Yes,Yes,2008.0329847516,18601.4030905943
No,No,1028.2352351096,31297.9619581896
No,No,408.2360169776,51131.5132648769
No,No,1355.4368472365,42630.6686555469
No,Yes,376.7707988282,16042.2389216328
No,No,856.4791573497,69124.2684951903
No,No,1110.7437045224,43991.9201313875
No,No,1013.7054067571,60574.8058732982
Yes,No,1922.8290461916,56202.5761963902
No,No,1066.7927936284,49629.9030054647
No,No,465.5532800599,33998.8475783305
No,No,899.4833120998,36361.9780794584
No,No,592.8006666832,34355.9095454688
No,No,164.0010194412,42695.3979153921
No,No,0,62975.1287390269
No,Yes,1335.1313235085,17044.3653970318
No,Yes,1549.6163802972,11927.5319540726
No,No,1441.0706956895,33852.6775970728
No,No,1157.6520676924,39080.2635290685
No,No,899.4620065214,36335.219517661
No,No,331.167032049,44752.2292920748
No,No,439.201791769,42132.013626294
No,No,652.9936791811,37143.5812264389
No,No,206.8208782897,49221.1485186867
No,Yes,932.487404912,14950.0947349898
No,No,1098.2324514151,42331.8910833343
No,Yes,1959.5955198328,19677.9357288247
No,Yes,1706.9537664965,20804.6561208467
No,No,1255.8837114284,55971.1854749681
No,No,537.9544087715,54481.3080034763
No,No,349.1618061744,38844.3498392063
No,No,1612.465314685,42281.2311402749
No,No,551.2540524119,48007.9918075426
No,Yes,1521.4966822402,16830.5651365535
No,No,826.9601242056,61365.4443242382
No,No,770.0819345701,38010.2611136634
No,Yes,1109.4254973588,10973.0882494351
No,No,559.3240273053,53542.4127190244
No,Yes,390.2781979196,9050.0027810805
No,No,1567.0238623298,42258.7733461712
No,No,170.2602365843,62708.1620175011
No,No,528.8502035787,46222.2889572449
No,No,0,49471.749397732
No,Yes,1000.4158066028,14071.0085362555
No,No,538.7486464215,34834.4457069503
No,No,435.4028042562,35168.7270884563
No,No,110.6605307113,64525.9378993549
No,No,153.5633430232,49405.2609827479
No,Yes,856.6247280893,19056.8678387124
No,Yes,934.2520480893,20747.2122273177
No,No,783.1229601194,36514.6901415882
No,Yes,1271.1124945921,17451.041186393
No,No,910.7598226603,33660.7189686808
No,No,748.6520803963,40612.2157591974
No,No,668.9422597664,42028.923839609
No,Yes,1061.9320409372,18589.6214456992
No,No,766.0088420607,45155.0972106875
No,Yes,1396.2346028828,15837.2533759543
No,No,265.4358913524,34040.5484925118
Yes,No,2080.9372473817,34494.1712062838
No,No,324.6912643219,47103.4578190388
No,Yes,1135.0107674372,24005.0051043532
Yes,No,1731.6807661524,56228.9216823573
No,Yes,1133.2329655651,16749.4614462397
No,No,782.6486901188,37497.0870021449
No,Yes,745.5654746452,12896.6328980992
No,No,1444.3612370998,51154.5081209419
No,Yes,1340.5291998071,19318.8404293024
Yes,No,1903.6672192108,41173.5039918827
No,No,317.9035735593,42209.4873423349
No,No,901.3177479097,43242.61208683
No,No,527.9834822633,39950.9585214959
No,Yes,915.6537557534,16888.8124249196
No,No,1143.5503536377,42694.8039243586
No,No,619.9038223414,29217.3523431864
No,No,1007.2486556443,34893.1376858329
No,No,0,42577.8145154607
No,No,1342.0475943179,51442.5655820133
No,Yes,1478.1697847446,22564.5848836263
No,No,149.3577795327,52310.4115265425
No,No,279.7242752001,52008.4158082558
No,No,869.8087826652,49312.5064893276
No,No,1493.2878522009,56364.2548943371
No,No,1127.8226863357,43344.8942878488
No,No,924.6927053954,38676.9704373565
No,No,311.5079880044,43379.6346768697
No,No,696.5100667972,28610.1946592679
No,Yes,295.6334520614,25452.4758534912
No,Yes,750.4126745004,17291.5268864259
No,No,890.4076532263,52943.3834046946
No,No,0,37455.1988754218
No,Yes,340.6978659605,12351.8259611963
No,No,724.243805795,43399.7182823954
No,No,979.8550461918,40374.051564876
No,No,33.4570264676,30510.0384248079
No,No,1203.7361785316,40969.0823467377
No,Yes,884.9188465855,27208.7712745881
No,No,825.8499756766,48216.7118880664
No,Yes,1734.5858398554,14165.2788642707
No,Yes,670.4934929328,16513.0442606905
No,No,874.8472856102,36709.1083061063
No,No,0,40021.3553584359
No,No,827.350473626,43833.4237008983
No,No,1508.8413777786,31739.2719200746
No,Yes,0,19095.8303695336
No,Yes,914.515478973,7525.5842563445
No,No,302.9612444687,51030.4395324823
No,Yes,275.4858932207,13448.3341939049
No,No,589.5580942627,42335.4470346994
No,No,1120.2674583621,45153.0400679357
No,Yes,1416.9661563736,11104.5663246846
No,No,1270.1766777351,44185.3577147632
No,No,848.2344862707,35186.5774991595
No,No,560.9680738484,43254.715410826
No,No,619.6155047775,45463.3009029534
Yes,No,1585.7294014939,52274.8601245548
No,No,1144.9124787791,41370.5165808812
No,No,778.7519228512,58860.3807631449
No,Yes,1675.4221409006,13703.881091161
No,No,680.7697734846,56759.2345948152
No,Yes,1113.5779779654,17593.5298518795
No,No,339.3513975214,38097.016679235
No,No,908.8712520958,55612.1723587685
No,Yes,874.5830207191,17378.2872736105
No,No,0,42515.1628277468
No,No,1353.5222027697,52048.5041194701
No,No,1073.9500333749,28845.7420333549
No,Yes,1402.2877689996,13276.2490843018
No,No,4.1094981454,38326.1983601291
No,No,194.5543900709,38794.1459081932
No,Yes,597.5996144815,16526.6773312497
No,Yes,1067.7811146982,18641.7243063209
No,No,379.2910134943,43096.4898085055
No,Yes,583.5997491887,15179.6861261427
No,No,465.522214213,30792.8835943144
No,No,1144.1227466492,33624.941426599
No,Yes,1025.0875727661,29019.3262183216
No,No,203.958043684,63638.1873187928
No,Yes,439.5817266287,17823.501942841
No,No,0,40574.4207852576
No,No,720.8575686015,42753.7216938114
No,No,1385.7951400093,44983.296558965
No,No,1127.5075770185,64618.742136042
No,No,808.0001678114,36076.0798002245
No,Yes,280.2481536688,25307.3770794565
No,Yes,885.516846438,21211.3259040908
No,No,0,37482.4857282659
No,Yes,1006.9422455803,19065.6927865183
No,No,490.6450630241,37998.7143516608
No,Yes,141.0265496256,11314.3917806231
No,No,761.8855412499,46421.7640748476
